id,text,sentiment
382,"London stock exchange shareholders vote on merger deal under Brexit cloud",1
383,"UPDATE: AstraZeneca's Selumetinib Gets Orphan Drug Label, Good AZD9291 ...",3
384,"Intercontinental Exchange Opts Not to Bid for London Stock Exchange",2
385,"Dave Lewis paid Â£4.1m for first 6 months at Tesco",2
386,"Weir Group says first-half profits will be 'slightly ahead' of expectations",3
387,"Glencore Sells $2.5 Billion Stake in Agriculture Unit",3
388,"AstraZeneca : FDA Panel Reviews Savor Study Results For Onglyza ...",2
389,"Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent",3
390,"Britain's FTSE hits three-week low as financials, Tesco fall",0
391,"Trading ExpertBROKER RECOMMENDATIONSUBS ups RBS to 'buy' as it re-initiates coverage on UK banks",4
392,"3G Capital, Warren Buffett's Favorite Partner in Deals Worth Billions",3
393,"Shell's $70 Billion BG Deal Meets Shareholder Skepticism",1
394,"GKN to buy Fokker Technologies for 706 mln euros",3
395,"Questor share tip: Mondi shares jump 10pc on strong start",4
396,"Berkshire discloses unit's ties to Iran, opens probe",1
397,"Rio Tinto swings to loss, drops dividend policy",1
398,"Rio Tinto Reaffirms Goal for Iron Ore Output",3
399,"Shares in easyJet fall to three-year low after Brexit profit warning",0
400,"Shire share price: Group releases full-year results",3
401,"AstraZeneca share price: Company to carve out antibiotic R&D unit into separate ...",3
402,"Ex-Barclays Trader Johnson Pleaded Guilty to Libor Fixing",1
403,"SABMiller buys Meantime to quench thirst for craft beer",3
404,"Standard Chartered to slash costs as profits plunge 25%",0
405,"Buffett's Berkshire delivers 9.8% profit growth",4
406,"Rio Tinto CEO Sam Walsh rejects fears over China growth, demand",2
407,"CompaniesShell sells stake in Showa Shell Sekiyu for $1.4bn",2
408,"Reed Elsevier to rename itself RELX Group",2
409,"Sotheby's chairman takes his final sale",2
410,"Insight hires Aviva's David Hillier for multi-asset team",2
411,"Shell offers 50 percent premium to buy BG for $70 billion",3
412,"Novartis buys remaining rights to GSK treatment in deal up to $1 billion",3
413,"AB InBev to sell Peroni and Grolsch",3
414,"Unilever posts weaker-than-expected fourth quarter",1
415,"UPDATE 1-Dairy Crest loses a third of Morrisons milk contract",2
416,"Rolls-Royce Wins $9.2 Billion Order From Emirates Airline",4
417,"Entertainment One dispels ITV takeover rumours",2
418,"NYSE owner ICE considers offer for LSE",3
419,"Novartis buys remaining rights to GSK treatment in deal up to $1 billion",3
420,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",3
421,"HSBC Preparing Job Cuts That May Target 20000 Workers, Sky Says",1
422,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",1
423,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",2
424,"RBS bosses ordered to go out and meet small firms",2
425,"AB InBev offers to sell some SABMiller brands",3
426,"RPT-UK supermarkets braced for battle as Tesco comes out fighting",2
427,"UPDATE 1-Glencore flags sale of some Australia, Chile assets",2
428,"Barclays says not been offered deferred prosecution deal by SFO",2
429,"Aviva promises higher dividends to boost flagging share price",3
430,"Brewer AB InBev seeks $275 bln tie-up with SABMiller",3
431,"Intercontinental Exchange Opts Not to Bid for London Stock Exchange",1
432,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",1
433,"HSBC Posts Surprise Fourth-Quarter Pretax Loss of $858 Million",0
434,"Earnings surge as fund manager Schroders reports a record year",4
435,"Eurocrat left best-placed to unravel London Stock Exchange deal",1
436,"Lawmakers worry AB InBev beer deal will hurt craft brewers",2
437,"StanLife leads FTSE after strong earnings",4
438,"Lloyds Banking Group eyes return to dealmaking with MBNA bid",3
439,"Anheuser-Busch InBev Increases Offer for Rival SABMiller",3
440,"UK government sells more Lloyds shares, cuts stake to below 12 percent",1
441,"Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...",3
442,"Tesco says UK store closures put 2000 jobs at risk",1
443,"Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder",3
444,"Buffett talks wind energy, Coca-Cola at Berkshire meeting",2
445,"TSB boss: Current account switching must be simpler",2
446,"Barclays CEO Staley Says Brexit Slump Caused by Profit Fears",1
447,"Retailers Kingfisher and Sports Direct rise in Britain's share index",3
448,"Berkshire Shareholders Pepper Warren Buffett With Some Hard Questions",2
449,"GLOBAL MARKETS-Stocks gain on Royal Dutch Shell bid, oil slumps",3
450,"EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany",2
451,"AstraZeneca says new lung cancer pill Tagrisso approved by EU",3
452,"Two former Barclays traders face retrial over Libor",0
453,"MarketsBP promotes upstream boss to deputy CEO",2
454,"Glencore swings to loss, will sell more assets",1
455,"Shell to buy BG Group in $69.7 billion takeover",3
456,"Clydesdale Bank hit with record PPI fine for 'unacceptable' staff lies",0
457,"UK's FTSE climbs to record closing high as Standard Chartered surges",4
458,"US judge rules that BP spill smaller than feared",2
459,"Royal Mail Revenue Flat As Letters Weakness Offsets Parcels Strength",2
460,"AB InBev launches SAB bid, to sell MillerCoors stake",2
461,"ARM Royalties Accelerate as Smartphone Market Regains Strength",3
462,"Shell fined by Scottish court for 2011 North Sea oil spill",0
463,"Glencore chief blames rivals' overproduction for share price fall",1
464,"Ackman, in email, says supports Valeant CEO Pearson",2
465,"GlaxoSmithKline's CEO Witty to bow out in March 2017",2
466,"Standard Life shuts Â£2.9bn property fund after investors rush to withdraw money post-Brexit",0
467,"Shire CEO steps up drive to get Baxalta board talking",2
468,"FTSE slide halted by BP's Â£12bn US settlement - London Report",1
469,"Sainsbury's pressed to raise bid for Home Retail Group",2
470,"FDA approves NPS drug, in move validating Shire takeover deal",3
471,"Sanofi poaches AstraZeneca scientist as new research head",2
472,"CompaniesSanofi poaches immunology expert from AstraZeneca",2
473,"ITV to pursue takeover of Canada's Entertainment One: Bloomberg",2
474,"Broker tips: RBS, Croda, Sage",3
475,"Royal Mail, Johnson Matthey lead FTSE lower",1
476,"Industry NewsWhitbread sales sink in fourth quarter on Costa slowdown",1
477,"Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...",1
478,"GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults",1
479,"Report: Financial Times up for sale",2
480,"Glencore raises $2.5bn through share placing to help cut debt load",2
481,"BP joins forces with Det Norske in Norway",3
482,"No pay hikes this year at Rio Tinto as mining slump bites",1
483,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",0
484,"Warren Buffett's Berkshire Hathaway buys stake in Apple",4
485,"Broker tips: RBS, Croda, Sage",3
486,"London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse",3
487,"FTSE steadies around 2-month low Diageo shares surge",3
488,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",1
489,"London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse",3
490,"We'd support HSBC leaving London, says Standard Life",2
491,"News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank",3
492,"CompaniesTesco bumps up pay for store staff",2
493,"BP pay boss feels the heat from revolt over Dudley's Â£14 million",2
494,"UPDATE 3-Stifel to buy former Lehman brokerage from Barclays",2
495,"Shell Plans to Shed 2800 Jobs After Buying BG Group",1
496,"Old Mutual to split up, may list some businesses",2
497,"RBS, Lloyds Most Exposed to Commercial Property, JPMorgan Says",2
498,"CompaniesKingfisher bid for Mr Bricolage runs into trouble",1
499,"EasyJet to pass on lower fuel prices to customers",2
500,"Tesco loses two more directors as Garfield and Tammenoms step down",1
501,"The UK Government's Call To Sell Shares In Royal Bank Of Scotland Group plc ...",1
502,"Credit Suisse poaches Prudential's Thiam for Asian push",2
503,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",2
504,"Britain's FTSE eyes 7th straight daily rise; Wolseley lags",1
505,"EU regulator backs approval for GSK injectable asthma drug",3
506,"Rolls-Royce to Ensure Compliance After Petrobras Bribery Report",2
507,"LSE gets Hong Kong regulatory nod to HK firms to become LSE members",3
508,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo",3
509,"Canadian Pension fund Borealis renews pursuit of Severn Trent : report",3
510,"ITV merger reports boost Footsie stocks",3
511,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",2
512,"Wolseley helps lift FTSE from losses",3
513,"Novo Nordisk and AstraZeneca seek tonic from key drug trials",2
514,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",2
515,"CommentOpening Quote: pay day moans; profits slump for Lloyds; Mars mission",1
516,"AstraZeneca sells Caprelsa rights to Sanofi unit",3
517,"Industry NewsWood Group wins multi-million dollar contract with BP",3
518,"Royal Mail and workers' union agree pay deal",3
519,"Lloyds wins right to buy bonds back early to save 1 billion pounds",3
520,"Britain's FTSE buoyed by Admiral, building sector gains",4
521,"Tesco share price: Brand Guarantee comes under fire",1
522,"FTSE led lower by M&S, GlaxoSmithKline",1
523,"FTSE edges up as investors cheer Kingfisher results",4
524,"HSBC chief hit with tax-avoidance scandal",1
525,"British government stake in Lloyds Banking Group fa",2
526,"AstraZeneca's $727 million play to do away with chemotherapy",3
527,"HSBC appoints business leaders to board",2
528,"Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...",1
529,"Buffett's Berkshire builds Deere stake, dumps Exxon",3
530,"BUZZ-BG Group: outperforms sector after record output",4
531,"Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle",4
532,"After Barclays and Bank of America, Citigroup has blockchain in sight",3
533,"Industry NewsG4S makes 'positive' start to year, no new impairments",3
534,"Morrisons helps FTSE edge higher energy shares slip",3
535,"Old Mutual share price: Wealth unit seen as blue-chip company",4
536,"CompaniesUnilever sales lifted by ice cream in soft economy",3
537,"InterContinental Hotels first-quarter global room revenue lags estimates",1
538,"Bunzl backs 2015 view, buys more businesses",3
539,"Bidders Abandon Auction Of Tesco Data Unit",1
540,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",3
541,"Euro zone QE helps Standard Life first-quarter funds boost",3
542,"Smith & Nephew 2015 trading profit beats expectations",3
543,"Closely watched AstraZeneca cancer drug fails in mesothelioma",1
544,"Glencore slumps 25 pct as debt fears grow",0
545,"Rolls-Royce to Ensure Compliance After Petrobras Bribery Report",1
546,"AB InBev offers SABMiller $3 billion breakup fee",2
547,"Barclays Executive Harrison Denies Knowledge of Libor Fixing",1
548,"Standard Life hit by 'unprecedented' number of calls on pension freedoms",1
549,"Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle",3
550,"CompaniesAB InBev signals it won't go hostile for SABMiller",2
551,"Meggitt Acquires Cobham Advanced Composites Unit For USD200 Million",3
552,"LSE Group names former SEC head Schapiro non-executive director",2
553,"IAG closes in on Aer Lingus with increased offer",3
554,"US sanctions put Gazprom-Shell alliance plans in jeopardy",1
555,"AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US",3
556,"Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...",2
557,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",3
558,"BP agrees to $18.7B penalty for oil spill; the tricky science behind ...",0
559,"AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals",3
560,"NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger",2
561,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",3
562,"Compass Group says positive for year ahead",4
563,"Pearson expects to return to growth this year",3
564,"Rolls-Royce Wins $9.2 Billion Order From Emirates Airline",4
565,"Unilever head's resignation sparks spinoff talk",2
566,"AstraZeneca wins US approval for longer use of blood thinner",3
567,"BAE Systems cuts earnings target for 2015 and 370 jobs",0
568,"Morrisons and Debenhams surprise City with Christmas bounce back",3
569,"Whitbread to hike prices to offset 'substantial' national living wage bill",2
570,"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",3
571,"CompaniesCar insurer Hastings Group driving Â£180m IPO",3
572,"GlaxoSmithKline starts hunt for successor to CEO Witty",2
573,"National Grid's pretax profit rises 15 percent",4
574,"Britain's FTSE steadies, supported by Dixons Carphone",3
575,"CRH's concrete bid for Holcim Lafarge assets",2
576,"UK's Morrisons in talks to sell convenience stores - source",2
577,"HSBC keeps headquarters in London, rejects move to Hong Kong",2
578,"Shell share price: Standard Life announce position against BG acquisition",2
579,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",3
580,"Secretive Barclays deal involved Qatari clients",2
581,"British American Tobacco first-half sales hurt by currency moves",1
582,"European shares plunge, roiled by BHP and oil; hopes turn to ECB",0
583,"Tullow Oil eyes lower earnings as output falls",1
584,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",1
585,"BG Group ships first LNG From Queensland Curtis",3
586,"Trading ExpertBROKER RECOMMENDATIONSAnalysts mostly negative on Aberdeen but some see value",1
587,"MarketsUBS, Goldman Sachs cut metals forecasts",1
588,"CompaniesKingfisher bid for Mr Bricolage runs into trouble",1
589,"CompaniesUK government lines up Â£2bn Lloyds retail share sale",1
590,"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",3
591,"UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing",4
592,"Standard Chartered Will Close Equity Sales and Research Business",1
593,"CompaniesNational Grid lines up sale of gas business",2
594,"2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc",3
595,"Prudential knocked after investors withdraw Â£3.9bn from M&G",0
596,"US walrus protections hit Shell's Arctic drilling plan",1
597,"Severn Trent Profit Offsets Interest Rate Swap Losses",2
598,"CompaniesTullow says gas exports at key field disrupted",1
599,"AstraZeneca bags another cancer drug deal, this time with Inovio",3
600,"Tesco, Asda sales fall as march of the discounters continues-Kantar",1
601,"We'd support HSBC leaving London, says Standard Life",2
602,"Severn Trent profit up as customer complaints fall",3
603,"US dollar wipes out sales gains for SABMiller",1
604,"AstraZeneca digs into precision medicine with lung, heart deals",3
605,"Lloyds Banking Group to cut 640 jobs and close 23 branches",3
606,"London Stock Exchange Group's quarterly revenue rises 12 percent",4
607,"News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank",0
608,"Dixons Carphone Profit Beats Forecast in First Year Since Merger",3
609,"PRESS: HSBC Chairman Hints Bank May Retain UK Domicile - Tel",2
610,"Associated British Foods Profit Hit by Strong Sterling, Tough Sugar Business",1
611,"Former Schroders trader sentenced to 2 years in prison",1
612,"GSK and Novartis complete deals to reshape both drugmakers",3
613,"Barclays Names Mike Bagguley as Chief Operating Officer of Investment Bank",2
614,"BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn",1
615,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",2
616,"Barclays hit with record fine as six banks settle forex scandal",0
617,"UK Serious Fraud Office Seeks Retrial of Two Former Barclays Libor Traders",0
618,"Cuadrilla files to delay application to frack in Lancashire",1
619,"GlaxoSmithKline hails progress with lung disease treatment",3
620,"Morrisons escapes FTSE relegation",2
621,"ITV Acquires 'Poldark' Production Company Mammoth Screen",2
622,"RPT-UPDATE 2-Former Jefferies trader Litvak's conviction overturned",2
623,"Tesco Sales Deteriorate Ahead of Crucial Christmas Period",1
624,"Barclays, Credit Suisse strike record deals with SEC, NY over dark pools",0
625,"Tesco sells Blinkbox and broadband service to TalkTalk",2
626,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",3
627,"UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct",3
628,"Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise",4
629,"GSK reveals strong trial results for shingles drug",3
630,"Experian says receives class actions related to T-Mobile breach",0
631,"Shell shells out over Nigeria oil spill",1
632,"Tesco to pay $12 million to settle US lawsuit",1
633,"FTSE 100 moves lower, but HSBC outperforms",3
634,"Meggitt share price tumbles as profit falls in 'challenging year'",0
635,"BG Group Still Happy With Shell's $70 Billion Offer",3
636,"AB InBev attacks SABMiller bid rebuffal",2
637,"Aberdeen to raise 100 mln stg to seed new funds",3
638,"Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls",1
639,"The Latest: Buffett says cuts will pay off at Kraft Heinz",3
640,"Glencore Studies Possible IPO for Agricultural Trading Business",3
641,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",3
642,"Gabon Considering Back Tax Penalties Against Royal Dutch Shell",1
643,"Barclays picks ex-JPMorgan exec Staley as new CEO, to start Dec 1",2
644,"Insight hires Aviva's David Hillier for multi-asset team",2
645,"Struggling Morrisons pays out Â£3m to sacked boss Dalton Philips â€“ with more to ...",1
646,"Government to sell off remaining 14% stake in Royal Mail",0
647,"United Utilities' full-year underlying operating profit falls 9 percent",1
648,"Tesco to close remaining Homeplus stores in UK",1
649,"CEO of Berkshire's Gen Re to retire; Jain's role grows",2
650,"Morning Agenda: Shire's Deal for NPS",2
651,"WPP boosts sales despite cautious clients",3
652,"Britain's FTSE rises, led up by Glencore surge",4
653,"Brewer AB InBev seeks $275 bln tie-up with SABMiller",3
654,"Tesco shareholders back ITV head for chairman",2
655,"Kingfisher takeover of Mr Bricolage could hit a brick wall",1
656,"Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets",4
657,"UPDATE 2-Prudential will see strong first-half earnings, outgoing CEO says",3
658,"Shell challenges Exxon dominance with 47 billion-pound bid for BG",3
659,"RSA Insurance Hires Towergate's Egan as Chief Financial Officer",2
660,"GlaxoSmithKline heart drug flops in study, shingles vaccine on track",1
661,"ICE Said to Start Lining Up Financing for LSE Bidding War",3
662,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",3
663,"Lloyds sells Irish loan portfolio for Â£827m",2
664,"EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany",1
665,"Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle",3
666,"BHP's iron ore outlook holds little cheer for small miners",1
667,"Shire share price under pressure after $32bn Baxalta deal",2
668,"PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters",2
669,"Citigroup to Sell OneMain to Springleaf for $4.25 Billion",3
670,"Five years after BP oil spill, some Gulf oystermen are losing hope",1
671,"Walmart still selling Maryland T-shirts featuring the outline of Massachusetts",2
672,"GlaxoSmithKline beats profit forecasts despite Advair hit, lower margins",3
673,"Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered",2
674,"GlaxoSmithKline set to complete $20 billion Novartis asset swap next week",2
675,"Tesco's Sales Pickup Isn't Enough",1
676,"RBS chairman admits surprise at size of regulatory penalties",1
677,"Persimmon sells 17% more houses in 2014",4
678,"CRH's concrete bid for Holcim Lafarge assets",3
679,"ITV strike: Broadcaster's revenue soars but staff walkout for a piece of the action",3
680,"McEwan will be nursing RBS through more struggles yet",1
681,"Arm profits and sales up as shift away from mobile gains pace",3
682,"Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle",3
683,"Land Securities warns of rent rises",2
684,"Glencore shares hit 3-month high after refinancing key credit line",3
685,"RBS becomes a shadow of its former self",0
686,"Sir Ken Morrison has taken a Â£6m stake in rival Sainsbury's",3
687,"Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital",3
688,"UPDATE 1-Pearson expects to grow this year after solid end to 2014",3
689,"AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal",3
690,"Market Report: Aviva tops the market as traders approve of its choice of Friends",3
691,"Admiral and Schroders lift FTSE with profits surge",4
692,"Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame",3
693,"UK's FTSE hits new record highs as CRH climbs",3
694,"GlaxoSmithKline set to complete $20 billion Novartis asset swap next week",3
695,"Shell share price: Standard Life announce position against BG acquisition",2
696,"GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank",3
697,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",3
698,"MarketsMoneysupermarket slides 11% on Barclays Brexit warning",0
699,"Can Standard Chartered PLC, BP plc & Burberry Group plc Keep Charging?",2
700,"Can Christmas Save Sainsbury's plc And Tesco plc?",2
701,"HSBC Says Unit to Book $585 Million Charge on Settlement",1
702,"FTSE boosted by Dixons Carphone with Fed in focus",3
703,"Standard Life impresses as fee-based products offset annuities slump",3
704,"CompaniesHome Retail trims gains but is considered 'in play'",2
705,"Intertek Group announces strategic update outlining its plan",2
706,"Valeant CEO Pledges to Heed Critics After `Painful' Experience",1
707,"Industry NewsHammerson joint venture buys Dublin loan portfolio",3
708,"AstraZeneca sells Caprelsa rights to Sanofi unit",3
709,"Greenpeace Protest of BP Forces British Museum to Close",1
710,"L&G fund arm, Nikko Asset Management sign bond fund distribution deal",3
711,"UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales",3
712,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home",2
713,"Royal Mail chairman Donald Brydon set to step down",1
714,"Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug",3
715,"Prudential shares halted in Hong Kong pending announcement",1
716,"CompaniesPound to boost ABF for now, but mixed impact ahead",3
717,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",3
718,"AstraZeneca chases Acerta to secure next cancer drug winner",4
719,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",2
720,"Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today",3
721,"BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal",3
722,"Payout from BP oil spill settlement tops $5 billion",0
723,"RSA Insurance Hires Towergate's Egan as Chief Financial Officer",2
724,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",3
725,"Sainsbury's and Glencore give FTSE a three-digit lift - London Report",4
726,"BHP Billiton drags FTSE lower after slashing dividend",0
727,"Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil",2
728,"Unilever returns to Cuba in joint venture with state",3
729,"Deals Help Shrink Glencore's Mountain of Debt",2
730,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",3
731,"British taxpayers' stake in Lloyds falls below 22 percent",1
732,"Fears Primark growth is starting to falter",1
733,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",4
734,"Royal Bank of Scotland becomes Facebook customer",3
735,"MOVES-Ex-shadow minister McClymont joins Aberdeen Asset Management",2
736,"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",3
737,"Morrisons and Debenhams surprise City with Christmas bounce back",4
738,"FTSE ends lower on weaker miners, Tesco outperforms",3
739,"CompaniesCoutts raids JPMorgan Chase for new CEO",2
740,"Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...",3
741,"Tesco share price down as grocer faces SFO investigation outcome",1
742,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",3
743,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",2
744,"AstraZeneca share price: Acerta deal pays off with orphan drug status",3
745,"Cost savings help Robinsons maker Britvic to first-half profit",3
746,"CompaniesTesco sends supermarket shares to top of FTSE",3
747,"Diageo, Heineken Exchange Emerging-Market Brewing Assets",2
748,"Protesters gather in Seattle to block access to Shell oil rig",1
749,"Passengers rise at EasyJet and Aer Lingus",3
750,"Intertek profit up 16.1%; expects to meet forecast",4
751,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",1
752,"Tesco's boss knows which side his bread is buttered",2
753,"UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber",1
754,"GSK hopes big clinical trial can breath new life into lung drug",2
755,"UPDATE: Peter Long To Be Chairman Of Both Royal Mail And TUI AG",2
756,"Standard Chartered CEO Peter Sands to Resign After Unrest at Bank",1
757,"Industry NewsStrong results at Travis Perkins marred by plumbing impairment",2
758,"Mongolia and Rio Tinto agree $5bn Oyu Tolgoi mine expansion",3
759,"AstraZeneca to Buy ZS Pharma for $2.7 Billion",3
760,"Aviva plans to up pay-out ratio, says too soon to judge Brexit impact",2
761,"Reluctant shareholder George Osborne loses patience with RBS",1
762,"Cuadrilla and protesters await Lancashire fracking decision",2
763,"Currency causes full-year headaches for SABMiller",1
764,"Beach holiday demand helps lift clouds for easyJet",3
765,"ARM Holdings plc Partners With International Business Machines Corp. To Drive ...",3
