id,text,sentiment
766,"NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger",1
767,"StanChart announces $5.1 billion capital-raising plan, posts Q3 loss",1
768,"BT Group's third quarter revenues rise as restructure unveiled",3
769,"SSE share price: Peterhead station to supply voltage support to National Grid",3
770,"Insurer Old Mutual picks Standard Bank's Hemphill as new CEO",2
771,"Berkshire seeks to boost its Wells Fargo stake above 10 percent",3
772,"AstraZeneca's patent on asthma drug invalidated by US court",0
773,"Lloyds Bank Is Said to Face Potential Fine Over Handling of Insurance Complaints",1
774,"Goodwin not to face Scottish prosecution over RBS",2
775,"TOP NEWS: Barclays Profit Depressed By Foreign Exchange Provisions",1
776,"RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights",2
777,"Glencore 2014 profit in line, takes $1.1 billion charge on commodity prices",2
778,"Morrisons share price: Group trading director departs as management cull ...",2
779,"Lloyds returns Â£13bn to UK taxpayer",2
780,"Weir leads FTSE lower after oil price profits warning",1
781,"Retail focus helps to shield Lloyds from banking chill",3
782,"UPDATE 1-RBS raising $3.1 billion through issue of CoCo bonds",2
783,"Retailers Kingfisher and Sports Direct rise in Britain's share index",3
784,"UPDATE 1-Rio Tinto to sell aluminium assets in $1 bln deal -paper",3
785,"EasyJet attracts more passengers in June but still lags Ryanair",3
786,"FastJet slams EasyJet founder Stelios for going public, is "taking legal advice" over letter about contractual ...",2
787,"Barclays fined for anti-money-laundering failings",0
788,"CORRECTED-Shire to buy Dyax for about $5.9 bln",3
789,"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",1
790,"ITV shares dip after update",1
791,"Centrica extends gas deals with Gazprom, Statoil",3
792,"Glencore shares enjoy bounce-back after Hong Kong-led surge",3
793,"Ruling sets lower limit on potential fine for BP",1
794,"Sports Direct Shares Tumble as Founder Ashley Sells Shares",1
795,"Shell challenges Exxon dominance with 47 billion-pound bid for BG",2
796,"Diageo receives reports from United Spirits on financial irregularities involving ...",1
797,"Credit checker Experian reports fall in full-year profit",1
798,"Insurer Old Mutual picks Standard Bank's Hemphill as new CEO",2
799,"Barclays reports 8% fall in annual profits",0
800,"Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug",3
801,"Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?)",3
802,"Chipotle Sales Plunge as Troubled Chain Gets Federal Subpoena",0
803,"Shell offers 50 percent premium to buy BG for $70 billion",2
804,"Morrisons share price: Founder's son to assist CEO with turnaround",2
805,"UPDATE 1-EU regulator backs approval for GSK injectable asthma drug",3
806,"Sainsbury sells unit to LloydsPharmacy",3
807,"Former Barclays traders stand trial in Libor case",1
808,"Tesco share price jumps as Q3 sales top estimates",4
809,"South Africa approves SABMiller, Coke bottling deal with conditions",3
810,"CompaniesActelion shares hit record on Shire takeover talk",3
811,"UPDATE: Aggreko Interim Profit Drops As It Undertakes Restructuring",1
812,"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'",1
813,"Standard Chartered's Shares Plunge 7% After Fitch Downgrade",0
814,"Standard Chartered Misses Estimates in Sands's Last Results",1
815,"HSBC shakes up board with two new business chiefs, three departures",2
816,"Britain's FTSE slips from 2016 high as Sky falls",1
817,"BHP Billiton to lower copper production costs",3
818,"Glencore Sells Shares to Raise $2.5 Billion and Reduce Debt",3
819,"CompaniesSmith & Nephew flops 6.8% to foot of FTSE 100",0
820,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",2
821,"Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale",3
822,"Buffett's Company Reports 37 Percent Drop in 2Q Earnings",1
823,"BP Judge Urged to Impose $11.7 Billion-Plus Spill Fine",1
824,"RBI surprises Street; Sensex pares gains after hitting mount 30k",4
825,"Royal Mail needs to deliver on modernisation plans, post haste",2
826,"Barclays CEO poaches risk head from JP Morgan",2
827,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",1
828,"Clydesdale Bank H1 profits weighed down by PPI charge",1
829,"UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln",3
830,"CompaniesDeutsche taps ex-StanChart executive for audit role",2
831,"Cuadrilla chief Francis Egan: Scaremongering fracking opponents make me angry",2
832,"Investors Remain Skeptical About Shell-BG Deal",1
833,"Amazon to attack UK grocery market with Morrisons deal",3
834,"Glencore tells investors it is on track to reduce debt: Barclays",3
835,"UPDATE 3-Barclays fined for lax crime checks in 'deal of century'",0
836,"Prudential hit by withdrawals from M&G investment arm",0
837,"Old Mutual faces backlash over Â£9m chief exec payout plan",1
838,"Barclays backs new iPhone and Android app that lets users send each other money using a bitcoin network",2
839,"Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group",2
840,"Lloyds to cut 945 jobs as part of three-year restructuring strategy",1
841,"CommentOpening Quote: Tesco; Premier Foods jilted; FCA on IPOs",2
842,"Investor Woodford calls for outsider to head GlaxoSmithKline",2
843,"Randgold Resources third quarter profit slips despite record production",1
844,"News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank",0
845,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",2
846,"UPDATE 1-UK to start selling remaining Royal Mail shares",1
847,"Companies Thetrainline.com announces arrival of London IPO",3
848,"Hargreaves weathers torrid ISA season and Brexit fears",1
849,"PRESS: UK Government Would Oppose Any BP Takeover - FT",2
850,"Britain's FTSE gains, Land Securities up after dividend hike",3
851,"AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals",3
852,"What It Takes for Royal Dutch Shell to Break Even",2
853,"Industry NewsPetrofac secures $250m North Sea contract",3
854,"Lloyds Will Cut 640 Jobs, Close 23 Branches as Part of 2014 Plan",3
855,"Royal Mail turnaround proving expensive in tough UK market",2
856,"IHG agrees $938 sale of InterContinental Hong Kong",3
857,"Barclays Said to Shrink Bonus Pool to Less Than 2 Billion Pounds",3
858,"Shire Offers to Buy Baxalta for $30 Billion",3
859,"Crown Castle buys Tower Development Corp for $461 million",3
860,"LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise",3
861,"Norway's sovereign wealth fund says backed Shell CEO's pay",2
862,"MarketsProperty stocks under pressure after Standard Life fund move",1
863,"UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach",1
864,"BP's fine for 2010 oil spill capped at $13.7 billion",0
865,"Oilfield services firm Petrofac's debt shoots up 50 per cent",0
866,"Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration",3
867,"FTSE 100 movers: BG Group leads the charge as resource stocks jump",4
868,"Spain's CaixaBank Expects To Close Deal For Banco BPI",3
869,"Royal Mail share price: Postal service issues trading update",2
870,"Barclays Said to Cut 150 at Investment Bank as McCormick Departs",1
871,"Glencore fight back over debt fears lifts shares",3
872,"SAB's Chairman Digs In With Board Divided on InBev Offer",2
873,"Britain facing winter of blackouts as National Grid warns of tightest power ...",1
874,"AB InBev approaches SABMiller to explore $250bn tie-up",3
875,"Barclays launches first 100% mortgages since crisis",2
876,"Germanwings disaster will not affect image of budget air travel - easyJet",2
877,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",0
878,"After Barclays and Bank of America, Citigroup has blockchain in sight",2
879,"Early victory for new CEO as Morrisons beats forecasts",4
880,"Barclays said to be cutting 150 investment bank jobs",1
881,"Shell challenges Exxon dominance with 47 billion-pound bid for BG",2
882,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",2
883,"London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse",3
884,"Unilever Finds Growth More Elusive as Sales Meet Estimates",3
885,"Primark racks up a happy Christmas after strong sales",4
886,"New York says Barclays not cooperating in 'dark pool' probe",1
887,"FDA approves NPS drug, in move validating Shire takeover deal",3
888,"Royal Mail share price edges lower as group raises stamp price",1
889,"Sainsbury's and Glencore give FTSE a three-digit lift - London Report",4
890,"Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...",1
891,"Tata Steel working with StanChart for UK unit sale - source",3
892,"Diageo offloads major wine interests",1
893,"Glencore Agrees to Sell Minority Stake in Agriculture Business",3
894,"Diageo sells wine businesses for 320m pounds",3
895,"Breakingviews: IAG can pay more for Aer Lingus",2
896,"UPDATE 1-UK government would oppose any takeover of BP -FT",2
897,"Australian mining slowdown hits Aggreko",1
898,"The sustainability of Royal Dutch Shell's dividend",2
899,"CompaniesCoutts raids JPMorgan Chase for new CEO",2
900,"Easyjet traffic hit by air traffic controller strikes and terrorism",1
901,"Dixons Carphone says cyber attack may have exposed customers' data",0
902,"Stars aligned' for AB InBev's megabrew merger plan",3
903,"AstraZeneca's Good Deal Turns Bad",1
904,"Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...",1
905,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",3
906,"Primark plots expansion in US and Europe",3
907,"BP shares tumble after $2.2bn fourth-quarter loss",0
908,"Is Trouble Brewing At Legal & General Group Plc And Aviva plc?",1
909,"Berkshire Hathaway's 4Q profit declines 17 percent",0
910,"Ex-Barclays traders sentenced to up to six years' jail in Libor case",0
911,"BP slashes capital spending by 20%",1
912,"Shell's profits hit by further slide in oil prices",0
913,"The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever",3
914,"Stars aligned' for AB InBev's megabrew merger plan",3
915,"Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m",3
916,"Lloyds is cutting more than 600 jobs and shutting 21 branches",1
917,"Can BP Restore Its Lost Luster?",1
918,"Britain's FTSE steadies below record high, BHP gains",3
919,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home",1
920,"Can Standard Chartered PLC, BP plc & Burberry Group plc Keep Charging?",2
921,"Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder",3
922,"Stakes High for AstraZeneca Heart Drug Facing Tough Competition",1
923,"UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution",3
924,"Breakingviews: IAG can pay more for Aer Lingus",3
925,"InterContinental Hotels denies exploring sale or merger",2
926,"Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller",3
927,"Hargreaves Lansdown says first-quarter assets hit by stock market flux",1
928,"Aviva Expects 1500 Jobs Cuts from Friends Life Deal",3
929,"CompaniesThiam received Â£5m pay packet for final months at Prudential",2
930,"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",1
931,"Royal Dutch Shell Posts Rise in Earnings Despite Lower Oil Prices",3
932,"Shell to Go Ahead With Petrochemical Plant in Pennsylvania",3
933,"AB InBev approaches SABMiller to explore $250bn tie-up",3
934,"Sugar tax spurs Pepsi owner Britvic to change drinks recipes by 2020",2
935,"Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase",2
936,"CompaniesPhilips transfers $900m of pension obligations",3
937,"Barclays in $13.75 million US settlement over mutual funds",1
938,"Standard Life stands tall amid pension reform",3
939,"AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug",3
940,"Shire to buy NPS for $5.2 billion to boost rare disease drugs",3
941,"Shell profit rises as company resist oil slump",3
942,"FTSE ends higher; 3i Group leads after strong earnings",3
943,"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",1
944,"Companies Severn Trent expects costs hit from inflation",1
945,"Glencore blames rivals for creating metals glut",1
946,"U.K. Shares Extend Rebound for Second Day as EasyJet Surges",3
947,"PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters",2
948,"Tesco shares jump 6% after Christmas sales beat expectations",4
949,"CompaniesNew Aggreko CEO to reshape business, strip costs",2
950,"Verizon and AT&T accused of hurting rivals",1
951,"Exclusive - Britain targets sale of half its RBS stake in two years: sources",1
952,"U.S. Debt Lures Schroders as ECB Depresses Rates",2
953,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",3
954,"InterContinental Hotels Denies Reports of Starwood Merger Talks",2
955,"Standard Chartered faces fresh claims of Iran sanctions violations",1
956,"Shire in talks with Baxalta shareholders",2
957,"SSE to Shut Coal-Fired Plant Amid Shift to Gas, Renewable Energy",2
958,"Sharm el Sheikh: EasyJet axes all flights to Egypt's leading holiday resort",1
959,"UPDATE 1-Norway's Statoil shakes up top management, replaces CFO",2
960,"Relief for Lewis as Tesco sees sales grow for first time in a year",3
961,"Clydesdale and Yorkshire moves closer to independence",3
962,"European stocks hover near 3-week low, Dialog and BHP slump",1
963,"Dave Lewis admits long road ahead for Tesco recovery",1
964,"Tesco leads FTSE higher on Clubcard bid reports",3
965,"Why I'd Buy ARM Holdings plc And BHP Billiton plc Today",3
966,"Admiral Group posts decline in 2014 earnings",1
967,"Britain's FTSE bounces back, Mondi and Barratt lead",3
968,"UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss",3
969,"Morrisons finance chief to fill gap as CEO leaves early",2
970,"Sophos aims to raise $100m in London IPO",3
971,"UK chip designer ARM hits a high after iPhone 6 boost",4
972,"Wolseley share price: Group updates on quarterly performance",2
973,"Rio Tinto announces long-delayed expansion of Mongolia mine",3
974,"Shire rises as dry eye treatment sails through trial",3
975,"Doubts grow over GlaxoSmithKline's $6 bln capital return plan",1
976,"Aviva weighs cash handout after beating profit forecast",3
977,"Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers",1
978,"Greene King's third quarter sales boosted by festive season",3
979,"Big account wins keep ad group WPP at front of pack",3
980,"Worldpay readies for Â£6bn London float",2
981,"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",2
982,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",2
983,"Dyson Wants to Create a Hair Dryer Revolution",3
984,"Royal Dutch Shell to Buy BG Group for Nearly $70 Billion",3
985,"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",3
986,"CORRECTED-Shire to buy Dyax for about $5.9 bln",4
987,"BP set to cut hundreds of jobs at North Sea operations",0
988,"BP's head of exploration Richard Herbert departs",2
989,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",0
990,"BRIEF-Legal & General's retirement business books 4 billion stg H1 sales",3
991,"CompaniesRoyal Mail swerves new pricing regulations",2
992,"JC Penney Cuts Pension Plan Obligation",2
993,"Domino's Pizza worker sacked after crude slur aimed at customer on order screen",1
994,"UPDATE 2-AB InBev launches SAB bid, to sell MillerCoors stake",2
995,"Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls",3
996,"France raises concerns over proposed LSE-Deutsche Boerse deal",1
997,"Genel Shares Plunge After Tony Hayward's Oil Explorer Cuts Crude Reserves at Core Field",0
998,"LSE-Deutsche Boerse merger would signal end to exchange mega-deals",2
999,"Sports Direct boss Mike Ashley summoned to Westminster for questioning over the treatment of workers",1
1000,"Diageo receives reports from United Spirits on financial irregularities involving ...",1
1001,"Industry NewsWood Group wins multi-million dollar contract with BP",3
1002,"Centrica extends gas deals with Gazprom, Statoil",2
1003,"Legal & General arm buys 50 pct stake in MediaCityUK in Manchester",3
1004,"Sainsbury's pressed to raise bid for Home Retail Group",3
1005,"Buffett's Berkshire builds Deere stake, dumps Exxon",1
1006,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",3
1007,"Analysis - Copper market may get a 2003-style supply shock from Glencore closures",0
1008,"Tesco share price: Korean currency slide may hit Homeplus sale plans",1
1009,"AstraZeneca cancer drug may not be so fast getting to market",1
1010,"Tullow Oil Suspends Dividend Amid Oil Price Fall",1
1011,"UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss",0
1012,"Diageo Shares Surge on Report of Possible Takeover by Lemann",3
1013,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",2
1014,"Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover",3
1015,"Centrica suffers protest from shareholders over pay",1
1016,"Google Fiber to buy Webpass for big city Internet service",3
1017,"Is It Worth Investing In Tesco PLC And Prudential plc Now?",2
1018,"2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc",3
1019,"Halfords appoints Jonny Mason as new CFO",2
1020,"UPDATE 5-Buffett pays high price for Precision Castparts",3
1021,"Experian says receives class actions related to T-Mobile breach",0
1022,"Market Report: Aviva tops the market as traders approve of its choice of Friends",4
1023,"IAG closes in on Aer Lingus with increased offer",3
1024,"GKN to buy Fokker Technologies for 706 mln euros",3
1025,"UPDATE 1-Shire steps up drive to get Baxalta talking after $30 bln bid",3
1026,"Pearson in Talks to Sell Its Stake in the Economist Group",3
1027,"CompaniesTesco sheds Harris & Hoole coffee shops",3
1028,"REFILE-BP agrees UK gas pipeline stake sale to infrastructur",3
1029,"BHP Billiton slashes dividend, posts $5.67 billion net loss",1
1030,"StanChart capital raising would be "major surprise" -investor Aberdeen",2
1031,"Why I Would Put J Sainsbury plc In My Trolley Before Wm Morrison Supermarkets ...",1
1032,"Glaxo Sees Hope for Respiratory Drugs as Earnings Beat Estimates",3
1033,"Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller",3
1034,"BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017",3
1035,"Direct Line rings up higher profit",3
1036,"Jim Armitage: Barclays boss Jes Staley steps up to the plate with post-Leave positivity",2
1037,"AstraZeneca sells rights to anaesthetics to South Africa's Aspen",3
1038,"GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank",3
1039,"StanChart and RBS struggle in Bank of England stress tests",0
1040,"Antofagasta Sees Lower Cash Costs In 2015 - Quick Facts",3
1041,"NPS prospects dependent on drug approval",2
1042,"Priceline's stock jumps to new high for the year after Barclays upgrade",4
1043,"Tesco leads leap in FTSE 100; Marks & Spencer drops",3
1044,"Tesco UK personnel director quits supermarket",1
1045,"Royal Bank of Scotland fortunes ebbed and flowed under 3 chiefs",2
1046,"Exxon Beaumont CDU overhaul to be slowed by accident: sources",1
1047,"TalkTalk hires BAE Systems to investigate cyber attack",2
1048,"Valeant Said to Name New CEO With Pearson Still Hospitalized",2
1049,"ITV to pursue takeover of Canada's Entertainment One: Bloomberg",3
1050,"Barclays appoints JPMorgan's Paul Compton as new COO",2
1051,"Rio Approves $5.3 Billion Oyu Tolgoi Copper Mine Expansion",3
1052,"Weir Group sees continued fall in orders from oil and gas business",1
1053,"New BG Group CEO Helge Lund Starts Earlier Than Expected",2
1054,"BHP, Residents Brace as Cyclone Stan Nears Australian Coast",2
1055,"Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano",3
1056,"Barclays brands financier Amanda Staveley's $1bn claim as "misconceived"",1
1057,"GlaxoSmithKline rebound gathering pace, says outgoing CEO",3
1058,"AB InBev to sell more SAB assets as seeks EU deal approval",2
1059,"UK government cuts stake in Lloyds to below 11 percent",2
1060,"Morrisons store closures: 900 jobs to go as 11 branches are closed due to ...",2
1061,"BP chairman defends CEO Bob Dudley's pay increase",2
1062,"Profits Fall 25% At Standard Chartered PLC: Should You Buy Or Sell?",0
1063,"SAB's Chairman Digs In With Board Divided on InBev Offer",2
1064,"Aviva Fined $27 Million by U.K. Regulator Over Fee Failings",0
1065,"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",3
1066,"Persimmon shares nudge higher as housebuilder sees strong 2014",3
1067,"UPDATE 1-BG Group's record output limits oil price fallout",2
1068,"Standard Life share price: Group gets approval to hike stake in India JV",3
1069,"Tesco Mobile is offering you cash back in exchange for looking at ads",2
1070,"Wolseley profit up 18%, warns on revenue growth",3
1071,"ITV share price: Group mulls takeover of Canada's Entertainment One",3
1072,"Blueprint Receives FDA Nod To Proceed With Clinical Trials For 2 Drug ...",3
1073,"SABMiller buys Meantime to quench thirst for craft beer",3
1074,"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",2
1075,"After Barclays and Bank of America, Citigroup has blockchain in sight",2
1076,"US says HSBC must do more to improve compliance",1
1077,"Carnival Corporation and China Merchants Group Sign Memo of Understanding ...",2
1078,"Staley to face challenges at Barclays",1
1079,"GSK aims to file up to 20 new drugs for approval by 2020",3
1080,"British American Tobacco accused of bribing senior politicians to sabotage ...",0
1081,"BT finance director Tony Chanmugam to step down",2
1082,"AstraZeneca to cut costs but stays silent on M&A talk",2
1083,"Buffett's Berkshire builds Deere stake, dumps Exxon",2
1084,"Barclays Not Convinced by Gains in South African Stocks: Chart",2
1085,"5 Years After BP Spill: What's Changed in Offshore Drilling",1
1086,"AstraZeneca Explores Potential Deal With Acerta for Cancer Drug",3
1087,"Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m",3
1088,"UK sells more of Lloyds bank stake, 12.5 billion pounds raised so far",1
1089,"Hargreaves Lansdown share price falls as costs mount - although pensions ...",1
1090,"Meggitt agrees to buy US aerospace component firm for $340 million",3
1091,"TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan",3
1092,"Bloomberg buys Barclays' benchmarking business",3
1093,"Barclays, Deutsche Bank Fight to Lift Profit Just Got Harder",1
1094,"Royal Bank of Scotland chair hints Brexit turmoil will delay government sale",1
1095,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",1
1096,"UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct",3
1097,"Shire Sees Baxalta Deal Closing as Expected After New Rules",3
1098,"AstraZeneca heart drug boosted by major clinical trial success",3
1099,"Shire share price under pressure after $32bn Baxalta deal",2
1100,"UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers",3
1101,"CompaniesGlencore's annual results beat forecasts",4
1102,"Warren Buffett's Berkshire Hathaway quarterly profit jumps almost one third",4
1103,"Pfizer to cut 120 jobs with closure of Cambridge R&D centre",1
1104,"Sainsbury's says to outperform rivals in tough market",3
1105,"Centrica share price: British Gas under fire despite 5% price cut",1
1106,"RBI surprises Street; Sensex pares gains after hitting mount 30k",1
1107,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",0
1108,"easyJet leads Britain's FTSE lower as global bond rout resumes",1
1109,"AB InBev to Sell SABMiller Stake in China's Snow Beer",2
1110,"Merkel's Government Said to Support Deutsche Boerse-LSE Merger",3
1111,"Tesco share price closes higher as two more directors leave grocer",3
1112,"Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m",2
1113,"UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change",1
1114,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",2
1115,"Sainsbury CFO Rogers to Replace Home Retail CEO Walden",2
1116,"UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan",1
1117,"Copper Prices up on Glencore Cuts to Zinc Supply",3
1118,"WPP's Sir Martin Sorrell is highest-paid FTSE 100 chief executive",2
1119,"Meggitt plc Crashes 20% On Profit Warning: Is It Now A Buy?",0
1120,"UK government cuts stake in Lloyds to below 11 pct",1
1121,"Passengers rise at EasyJet and Aer Lingus",3
1122,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",1
1123,"US STOCKS-Wall St rises on Berkshire deal, China stimulus hopes",3
1124,"Prudential Financial quarterly profit rises 64 pct",4
1125,"US Seeks Huawei Records on Dealings With Sanctioned Nations",1
1126,"Centrica urges policy overhaul as it warns of 'looming gap' in UK energy supplies",2
1127,"UPDATE 1-AstraZeneca potassium drug delayed by manufacturing snag",1
1128,"Activist Fund TCI Backs German Takeover of London Stock Exchange",3
1129,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",1
1130,"Four ex-Barclays bankers sentenced for roles in Libor rate-rigging scandal",1
1131,"AB InBev to sell more SAB assets as seeks EU deal approval",2
1132,"Berkshire applies to boost Wells Fargo stake above 10 percent",3
1133,"Tesco leads leap in FTSE 100; Marks & Spencer drops",1
1134,"Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?)",3
1135,"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",2
1136,"BG Group appoints new CEO one month early",2
1137,"FDA panel backs Glaxo asthma drug for adults, not adolescents",3
1138,"Barclays set to name former JPMorgan banker Staley as new CEO",2
1139,"Kingfisher share price slides on cost to implement new strategy",0
1140,"CompaniesTravis Perkins lifts dividend, earnings rise 15%",3
1141,"Standard Chartered Shifts Emerging-Markets Strategy After Losses",1
